-0.012207,-0.050537,1.011719,-1.374046,0.061069,0.137405
-0.011841,-0.050293,1.011719,-1.419847,-0.442748,0.122137
-0.013672,-0.050537,1.010864,-1.374046,0.198473,0.137405
-0.013550,-0.050659,1.011841,-1.419847,-0.198473,0.076336
-0.012451,-0.050659,1.011108,-1.374046,-0.061069,0.167939
-0.012695,-0.050903,1.011108,-1.374046,-0.106870,0.198473
-0.013184,-0.051025,1.011230,-1.450382,-0.183206,0.122137
-0.011597,-0.050781,1.011841,-1.404580,-0.167939,0.167939
-0.011719,-0.051025,1.011475,-1.450382,-0.488550,0.061069
-0.012939,-0.051147,1.011353,-1.389313,-0.229008,0.122137
-0.011841,-0.050415,1.009521,-1.450382,-0.137405,0.183206
-0.010864,-0.049561,1.012451,-1.389313,-0.106870,0.091603
-0.012939,-0.048462,1.011719,-1.374046,0.000000,0.152672
-0.011963,-0.049072,1.010376,-1.465649,-0.152672,0.152672
-0.012695,-0.050659,1.010376,-1.435115,-0.274809,0.167939
-0.012817,-0.049683,1.011475,-1.389313,-0.106870,0.106870
-0.011108,-0.049927,1.011230,-1.389313,-0.045802,0.076336
-0.011963,-0.049805,1.012329,-1.343511,-0.076336,0.152672
-0.010742,-0.049927,1.011963,-1.374046,-0.045802,0.198473
-0.012451,-0.050537,1.011597,-1.435115,0.137405,0.137405
-0.012085,-0.049927,1.011841,-1.404580,0.137405,0.183206
-0.011963,-0.050781,1.011475,-1.343511,0.122137,0.122137
-0.013184,-0.049561,1.010376,-1.435115,-0.229008,0.061069
-0.013184,-0.050659,1.011597,-1.389313,0.152672,0.152672
-0.011475,-0.050659,1.011230,-1.343511,0.137405,0.167939
-0.012817,-0.049561,1.010864,-1.328244,0.137405,0.137405
-0.013428,-0.049805,1.010986,-1.389313,-0.122137,0.167939
-0.013306,-0.051270,1.011230,-1.450382,-0.427481,0.152672
-0.014648,-0.050415,1.010620,-1.389313,-0.213740,0.137405
-0.014038,-0.049805,1.012085,-1.389313,0.137405,0.137405
-0.014282,-0.049927,1.011475,-1.435115,-0.274809,0.122137
-0.013550,-0.050293,1.012329,-1.404580,0.000000,0.183206
-0.013550,-0.050415,1.012329,-1.419847,0.030534,0.137405
-0.014160,-0.050171,1.011963,-1.404580,0.061069,0.137405
-0.012573,-0.049927,1.011841,-1.404580,-0.244275,0.198473
-0.013062,-0.050049,1.011719,-1.435115,-0.015267,0.167939
-0.014893,-0.049805,1.011108,-1.374046,-0.061069,0.167939
-0.014893,-0.050049,1.011353,-1.419847,-0.183206,0.122137
-0.013062,-0.049194,1.011841,-1.374046,-0.152672,0.106870
-0.014893,-0.049927,1.011597,-1.328244,-0.106870,0.106870
-0.014160,-0.049683,1.010620,-1.435115,-0.305344,0.183206
-0.012329,-0.050049,1.010986,-1.419847,-0.198473,0.152672
-0.011230,-0.050049,1.010498,-1.526718,-0.687023,0.183206
-0.014160,-0.051147,1.011475,-1.328244,0.198473,0.167939
-0.010864,-0.047974,1.013306,-1.557252,-1.404580,0.000000
-0.015137,-0.050903,1.012207,-1.404580,0.091603,0.167939
-0.012329,-0.050049,1.012451,-1.267176,1.312977,0.229008
-0.015137,-0.050781,1.011353,-1.404580,-0.213740,0.122137
-0.012695,-0.050049,1.012329,-1.480916,-0.106870,0.137405
-0.015869,-0.049438,1.010376,-1.312977,1.099237,0.259542
-0.012207,-0.049194,1.011963,-1.358779,-0.106870,0.091603
-0.021973,-0.047729,1.009644,-1.374046,-0.030534,0.183206
-0.019653,-0.048950,1.010010,-1.572519,-1.755725,0.015267
-0.020508,-0.051880,1.010986,-1.114504,2.412214,0.274809
-0.017822,-0.050537,1.012085,-1.206107,1.328244,0.213740
-0.017944,-0.049683,1.011108,-1.404580,0.259542,0.167939
-0.019287,-0.048828,1.011719,-1.267176,1.480916,0.259542
-0.017822,-0.049438,1.012329,-1.541985,-1.190840,0.122137
-0.021240,-0.050293,1.010498,-1.312977,0.763359,0.229008
-0.020874,-0.050171,1.012695,-1.236641,1.068702,0.213740
-0.016357,-0.049927,1.014648,-1.435115,-0.473282,0.015267
-0.025879,-0.048096,1.009155,-1.221374,1.465649,0.259542
-0.022705,-0.046753,1.012085,-1.480916,-0.977099,0.152672
-0.021973,-0.050903,1.010864,-1.328244,0.854962,0.122137
-0.030762,-0.048950,1.007935,-1.145038,2.106870,0.351145
-0.026978,-0.047852,1.012451,-1.114504,1.969466,0.259542
-0.026367,-0.046631,1.008789,-1.572519,-1.435115,0.106870
-0.023438,-0.049561,1.010986,-1.374046,0.412214,0.137405
-0.025513,-0.049194,1.011353,-1.404580,0.198473,0.137405
-0.025513,-0.048950,1.009766,-1.389313,-0.473282,0.137405
-0.031494,-0.046387,1.012939,-1.511450,-0.763359,0.152672
-0.035767,-0.047241,1.010498,-1.603053,-1.496183,0.091603
-0.023315,-0.050781,1.013184,-1.511450,-0.748092,0.122137
-0.029785,-0.047607,1.009888,-1.267176,0.900763,0.229008
-0.024170,-0.047607,1.012695,-1.603053,-2.015267,-0.015267
-0.025879,-0.048218,1.011353,-1.511450,-1.038168,0.137405
-0.026245,-0.048462,1.010864,-1.450382,-0.030534,0.137405
-0.021362,-0.049683,1.013672,-1.374046,0.564885,0.183206
-0.023682,-0.048950,1.012573,-1.419847,-0.320611,0.091603
-0.029175,-0.049072,1.010254,-1.450382,-0.458015,0.122137
-0.029175,-0.048462,1.010742,-1.404580,0.061069,0.183206
-0.028442,-0.048950,1.011353,-1.343511,0.488550,0.198473
-0.029053,-0.048340,1.009155,-1.450382,-0.473282,0.045802
-0.028809,-0.047729,1.011597,-1.328244,0.519084,0.213740
-0.029663,-0.048218,1.010620,-1.328244,0.030534,0.122137
