0.093262,-0.020142,1.015381,-1.145038,-0.534351,-0.748092
0.051025,-0.005127,1.011353,-0.396947,2.106870,3.923664
0.070923,-0.014893,1.015991,-1.755725,-2.671756,-5.190840
0.065308,-0.011719,1.011230,-1.770992,-1.801527,0.045802
0.073486,-0.015747,1.012085,-1.312977,-1.038168,-0.290076
0.055664,-0.002441,1.012085,0.091603,4.396946,3.419847
0.052856,-0.002441,1.010254,-2.137405,-1.877863,-0.076336
0.040527,-0.007324,1.005493,-0.931298,3.679389,5.083970
0.042603,0.000122,1.015503,-1.587786,1.969466,-0.198473
0.047485,-0.010986,1.009155,-1.160305,2.000000,1.343511
0.034302,-0.006226,1.010864,-1.175573,2.381679,-1.587786
0.048828,-0.015503,1.011841,-0.839695,1.297710,0.625954
0.036133,-0.004517,1.008789,-0.824427,0.625954,-0.839695
0.028198,-0.008301,1.008545,-0.992366,1.022901,0.213740
0.024292,-0.005615,1.010986,-3.251908,-1.740458,2.671756
0.040771,-0.007568,1.010986,-1.221374,0.137405,-0.015267
0.039062,-0.007080,1.012085,-1.374046,-0.442748,0.137405
0.048950,-0.007446,1.012695,-1.480916,0.045802,-0.854962
0.032349,-0.007202,1.009521,-1.267176,0.183206,0.687023
0.039917,-0.006592,1.009644,-1.648855,-0.229008,-0.931298
0.037842,-0.005127,1.009399,-1.511450,0.061069,0.167939
0.066040,-0.012451,1.026489,3.236641,-5.206107,4.702290
0.154175,-0.020752,0.973267,-12.320611,16.519083,-47.297710
0.223022,-0.060791,0.945435,-10.809160,7.251908,19.496183
-0.305542,0.255493,1.230835,36.335876,93.832062,-15.374045
-0.134888,0.043701,0.997681,-1.709924,3.954198,-7.786260
-0.107178,0.026611,0.995605,-10.824428,11.679389,-6.335878
-0.006470,0.005615,1.024048,-0.396947,23.251909,-9.053435
-0.046631,0.006470,1.010498,-3.282443,-4.076336,0.244275
-0.065186,0.009155,1.007080,-3.801527,-6.473282,1.343511
-0.056152,-0.005615,1.010620,-1.847328,-0.595420,0.396947
-0.036377,-0.011230,1.010986,-1.419847,0.152672,-0.229008
-0.051392,-0.007324,1.005127,-2.320611,-1.618321,0.183206
-0.057739,-0.002075,1.006470,-1.435115,0.564885,1.328244
-0.036011,0.000366,1.010986,-1.877863,-1.786260,0.122137
-0.031006,-0.022461,1.014771,1.511450,4.412214,-0.519084
-0.020996,-0.012573,1.014893,-1.664122,-1.633588,1.923664
-0.026001,-0.010986,1.012451,-2.137405,-1.770992,1.083969
-0.031738,-0.009521,1.010742,-2.244275,-1.083969,-0.152672
-0.015747,-0.002808,1.015137,-2.458015,-3.389313,-1.221374
-0.031860,-0.011230,1.012817,-1.206107,-0.259542,0.335878
-0.036377,-0.005005,1.009399,-0.519084,1.145038,0.015267
-0.036133,-0.005981,1.010986,-1.328244,1.358779,-0.396947
-0.035889,-0.014893,1.018311,-1.709924,1.236641,-0.458015
-0.052734,-0.013428,1.008911,-1.465649,-0.748092,0.885496
-0.046387,-0.008179,1.009399,-1.251908,0.335878,0.061069
-0.038574,-0.014038,1.011719,-1.847328,0.824427,-0.030534
-0.038696,-0.014526,1.009155,-2.900763,-2.335878,1.312977
-0.047485,-0.012573,1.009033,-1.969466,-3.007634,0.717557
-0.032837,-0.018066,1.010498,-1.038168,0.137405,0.396947
-0.039795,-0.014526,1.010010,-1.038168,0.351145,-0.183206
-0.353394,0.159302,1.080200,0.580153,11.267176,27.618320
0.096313,-0.074951,0.956421,-21.099237,-8.717557,2.167939
0.084473,-0.048340,0.902954,18.778625,-7.465649,37.022900
0.175537,-0.002441,1.095581,10.229008,-15.465649,-13.618320
-0.152954,0.024902,0.980713,-1.282443,0.900763,-0.778626
-0.107422,0.024170,1.006226,-6.320611,-8.564885,-0.458015
-0.049072,-0.006348,1.026245,-2.488550,-5.083970,1.664122
-0.095703,-0.003174,1.003418,-1.206107,2.244275,-0.793893
-0.061890,-0.003418,1.014160,-3.389313,-4.931298,-0.244275
-0.025269,0.006470,1.010132,-0.854962,-4.229008,-3.068702
0.021484,-0.028809,1.012695,-1.832061,-4.458015,-4.503817
0.012939,0.018677,1.001465,-3.603053,-5.435114,4.534351
0.005127,-0.017456,1.006714,-2.503817,0.244275,-1.923664
0.038818,-0.025024,1.014282,-0.106870,7.587786,-0.671756
0.015747,-0.036011,1.009521,-1.862595,-4.488550,-8.992367
0.004150,-0.027222,1.011963,-1.541985,0.183206,0.687023
0.006592,-0.015137,1.013550,-1.465649,-1.312977,-1.145038
0.012207,-0.016724,1.008423,-1.603053,-1.053435,0.793893
0.010620,-0.019531,1.011475,-1.572519,0.213740,0.625954
0.013306,-0.020874,1.009521,-1.511450,-0.259542,-0.076336
0.018799,-0.022461,1.013062,-1.129771,-0.015267,1.221374
0.008667,-0.020874,1.010498,-1.206107,-0.519084,-1.114504
0.011841,-0.018799,1.009033,-1.404580,0.274809,0.564885
0.013916,-0.020630,1.011353,-1.312977,-0.320611,0.503817
0.020996,-0.021484,1.011475,-1.007634,0.793893,0.305344
0.010620,-0.019531,1.012573,-1.374046,0.259542,-0.381679
0.015625,-0.018677,1.010620,-1.297710,-0.030534,-0.091603
0.020386,-0.019897,1.010742,-1.282443,-0.687023,-0.427481
0.008179,-0.020020,1.009399,-1.450382,0.015267,-0.061069
0.009644,-0.026245,1.010376,-1.282443,-0.305344,-0.290076
0.013306,-0.022217,1.010986,-1.419847,-0.137405,0.305344
0.020996,-0.005005,1.013184,0.610687,6.305344,-0.854962
0.159790,0.001831,0.923096,-21.709923,-11.862596,80.442749
-0.251953,-0.023071,0.908447,23.923664,6.854962,-37.343510
0.059204,0.106567,1.042236,-30.656488,14.167939,21.893129
0.009277,0.039917,1.010742,-4.809160,-24.290077,-0.335878
-0.020996,0.021362,1.045898,-11.358779,-22.732824,-0.900763
-0.032349,0.037598,0.995483,-4.549618,-8.534351,3.526718
0.037720,0.016479,1.021851,-3.526718,6.198473,-3.633588
0.000000,0.017334,1.005737,8.656488,-4.045802,-15.007633
0.009033,0.030518,1.000732,0.641221,-3.496183,-4.732824
0.009766,0.024902,1.010498,1.664122,5.022901,0.229008
-0.001465,0.031860,1.001831,-1.847328,3.145038,-0.870229
0.013306,0.020020,1.013550,-1.709924,-3.801527,-1.312977
0.027710,0.023560,1.014404,-0.488550,1.160305,-1.603053
-0.005981,0.029419,1.012329,-0.183206,-8.793893,-0.717557
0.006958,0.049561,1.009277,-3.221374,0.045802,3.893130
0.023193,0.040894,1.006104,-1.297710,3.954198,0.396947
0.030884,0.025513,1.017334,0.076336,0.625954,-1.053435
